男女,市区町村コード,町丁字コード,地域階層レベル,秘匿処理,秘匿先情報,合算地域,都道府県名,市区町村名,大字・町名,字・丁目名,総数,徒歩のみ,鉄道・電車,乗合バス,勤め先・学校のバス,自家用車,ハイヤー・タクシー,オートバイ,自転車,その他,利用交通手段「不詳」
男,14135,6180,3,,,,神奈川県,川崎市多摩区,東生田,,1341,72,940,181,20,152,6,86,108,22,39
男,14135,618001,4,,,,神奈川県,川崎市多摩区,東生田,一丁目,643,40,513,41,11,32,2,19,32,9,16
男,14135,618002,4,,,,神奈川県,川崎市多摩区,東生田,二丁目,273,12,199,16,1,30,3,10,21,5,9
男,14135,618003,4,,,,神奈川県,川崎市多摩区,東生田,三丁目,147,8,82,49,2,34,1,18,23,2,2
男,14135,618004,4,,,,神奈川県,川崎市多摩区,東生田,四丁目,278,12,146,75,6,56,-,39,32,6,12
男,14135,6190,3,,,,神奈川県,川崎市多摩区,枡形,,3076,402,2043,239,45,308,6,114,435,40,85
男,14135,619001,4,,,,神奈川県,川崎市多摩区,枡形,一丁目,392,21,248,35,5,60,-,22,123,8,10
男,14135,619002,4,,,,神奈川県,川崎市多摩区,枡形,二丁目,528,36,377,36,11,63,2,16,74,5,8
男,14135,619003,4,,,,神奈川県,川崎市多摩区,枡形,三丁目,387,23,292,20,10,35,2,10,41,4,7
男,14135,619004,4,,,,神奈川県,川崎市多摩区,枡形,四丁目,162,21,116,14,4,12,-,3,26,2,4
男,14135,619005,4,,,,神奈川県,川崎市多摩区,枡形,五丁目,662,202,319,90,6,62,1,33,99,11,23
男,14135,619006,4,,,,神奈川県,川崎市多摩区,枡形,六丁目,945,99,691,44,9,76,1,30,72,10,33
男,14135,619007,4,,,,神奈川県,川崎市多摩区,枡形,七丁目,-,-,-,-,-,-,-,-,-,-,-
男,14135,6200,3,,,,神奈川県,川崎市多摩区,三田,,2219,325,1422,148,14,222,7,109,141,25,63
男,14135,620001,4,,,,神奈川県,川崎市多摩区,三田,一丁目,832,130,559,30,3,69,3,33,41,5,24
男,14135,620002,4,,,,神奈川県,川崎市多摩区,三田,二丁目,413,88,268,20,4,24,1,8,23,3,9
男,14135,620003,4,,,,神奈川県,川崎市多摩区,三田,三丁目,248,21,153,26,3,37,1,23,19,5,6
男,14135,620004,4,,,,神奈川県,川崎市多摩区,三田,四丁目,655,76,406,69,4,77,2,42,51,10,19
男,14135,620005,4,,,,神奈川県,川崎市多摩区,三田,五丁目,71,10,36,3,-,15,-,3,7,2,5
男,14135,6210,3,,,,神奈川県,川崎市多摩区,東三田,,1249,270,706,414,12,136,4,69,107,14,34
男,14135,621001,4,,,,神奈川県,川崎市多摩区,東三田,一丁目,114,18,73,20,2,12,1,6,11,-,2
男,14135,621002,4,,,,神奈川県,川崎市多摩区,東三田,二丁目,403,201,140,66,2,27,2,22,25,3,6
男,14135,621003,4,,,,神奈川県,川崎市多摩区,東三田,三丁目,732,51,493,328,8,97,1,41,71,11,26
男,14135,6220,3,,,,神奈川県,川崎市多摩区,寺尾台,,662,24,465,92,2,105,1,40,36,9,21
男,14135,622001,4,,,,神奈川県,川崎市多摩区,寺尾台,一丁目,398,11,294,43,1,56,-,18,18,4,14
男,14135,622002,4,,,,神奈川県,川崎市多摩区,寺尾台,二丁目,264,13,171,49,1,49,1,22,18,5,7
男,14135,6230,3,,,,神奈川県,川崎市多摩区,西生田,,2247,113,1677,115,32,239,6,112,98,32,64
男,14135,623001,4,,,,神奈川県,川崎市多摩区,西生田,一丁目,228,12,168,11,5,27,-,8,11,7,4
男,14135,623002,4,,,,神奈川県,川崎市多摩区,西生田,二丁目,318,35,218,16,4,24,-,13,15,3,14
男,14135,623003,4,,,,神奈川県,川崎市多摩区,西生田,三丁目,663,33,485,29,8,72,3,36,27,9,27
男,14135,623004,4,,,,神奈川県,川崎市多摩区,西生田,四丁目,583,24,467,35,8,50,3,26,19,4,14
男,14135,623005,4,,,,神奈川県,川崎市多摩区,西生田,五丁目,455,9,339,24,7,66,-,29,26,9,5
男,14135,6240,3,,,,神奈川県,川崎市多摩区,栗谷,,1204,95,799,73,18,155,5,70,82,29,30
男,14135,624001,4,,,,神奈川県,川崎市多摩区,栗谷,一丁目,267,13,184,9,2,34,-,14,17,6,10
男,14135,624002,4,,,,神奈川県,川崎市多摩区,栗谷,二丁目,296,22,182,27,10,52,3,29,21,6,3
男,14135,624003,4,,,,神奈川県,川崎市多摩区,栗谷,三丁目,432,38,285,29,5,45,2,23,32,15,12
男,14135,624004,4,,,,神奈川県,川崎市多摩区,栗谷,四丁目,209,22,148,8,1,24,-,4,12,2,5
男,14135,6250,3,,,,神奈川県,川崎市多摩区,南生田,,2707,137,1590,637,25,571,7,310,211,47,71
男,14135,625001,4,,,,神奈川県,川崎市多摩区,南生田,一丁目,484,17,334,36,5,85,-,38,34,6,9
男,14135,625002,4,,,,神奈川県,川崎市多摩区,南生田,二丁目,652,18,382,175,6,146,3,96,59,18,17
男,14135,625003,4,,,,神奈川県,川崎市多摩区,南生田,三丁目,127,3,79,37,1,31,-,19,10,3,2
男,14135,625004,4,,,,神奈川県,川崎市多摩区,南生田,四丁目,411,24,191,150,2,117,1,50,29,6,11
男,14135,625005,4,,,,神奈川県,川崎市多摩区,南生田,五丁目,281,17,138,98,5,78,-,25,21,4,11
男,14135,625006,4,,,,神奈川県,川崎市多摩区,南生田,六丁目,410,34,233,106,4,71,1,56,36,8,11
男,14135,625007,4,,,,神奈川県,川崎市多摩区,南生田,七丁目,342,24,233,35,2,43,2,26,22,2,10
男,14135,625008,4,,,,神奈川県,川崎市多摩区,南生田,八丁目,-,-,-,-,-,-,-,-,-,-,-
男,14135,6260,3,,,,神奈川県,川崎市多摩区,長沢,,1465,156,637,467,21,371,4,162,125,49,50
男,14135,626001,4,,,,神奈川県,川崎市多摩区,長沢,一丁目,421,70,179,111,9,90,-,33,46,15,12
男,14135,626002,4,,,,神奈川県,川崎市多摩区,長沢,二丁目,260,30,116,92,1,61,1,31,19,9,8
男,14135,626003,4,,,,神奈川県,川崎市多摩区,長沢,三丁目,263,22,113,76,1,69,-,36,22,9,15
男,14135,626004,4,,,,神奈川県,川崎市多摩区,長沢,四丁目,521,34,229,188,10,151,3,62,38,16,15
男,14136,-,1,,,,神奈川県,川崎市宮前区,,,57354,2539,37297,12349,540,9806,159,3853,3869,987,1776
男,14136,5010,3,,,,神奈川県,川崎市宮前区,宮前平,,3428,105,2908,146,42,262,8,49,54,35,83
男,14136,501001,4,,,,神奈川県,川崎市宮前区,宮前平,一丁目,890,20,754,41,19,64,1,9,17,8,40
男,14136,501002,4,,,,神奈川県,川崎市宮前区,宮前平,二丁目,1203,35,1040,54,5,85,2,17,14,12,23
男,14136,501003,4,,,,神奈川県,川崎市宮前区,宮前平,三丁目,1335,50,1114,51,18,113,5,23,23,15,20
男,14136,5020,3,,,,神奈川県,川崎市宮前区,小台,,2029,66,1682,101,14,158,6,36,33,15,74
男,14136,502001,4,,,,神奈川県,川崎市宮前区,小台,一丁目,891,25,745,45,5,67,3,18,14,3,39
男,14136,502002,4,,,,神奈川県,川崎市宮前区,小台,二丁目,1138,41,937,56,9,91,3,18,19,12,35
男,14136,5030,3,,,,神奈川県,川崎市宮前区,土橋,,4494,164,3524,363,41,444,17,144,173,37,154
男,14136,503001,4,,,,神奈川県,川崎市宮前区,土橋,一丁目,814,37,669,33,6,67,5,14,21,9,14
男,14136,503002,4,,,,神奈川県,川崎市宮前区,土橋,二丁目,931,27,756,42,16,59,3,20,18,5,55
男,14136,503003,4,,,,神奈川県,川崎市宮前区,土橋,三丁目,510,22,386,24,-,65,2,13,9,7,20
男,14136,503004,4,,,,神奈川県,川崎市宮前区,土橋,四丁目,1031,24,878,94,6,81,4,14,33,6,22
男,14136,503005,4,,,,神奈川県,川崎市宮前区,土橋,五丁目,290,10,181,67,2,57,1,28,36,5,11
男,14136,503006,4,,,,神奈川県,川崎市宮前区,土橋,六丁目,474,28,331,67,6,62,2,20,38,5,18
男,14136,503007,4,,,,神奈川県,川崎市宮前区,土橋,七丁目,444,16,323,36,5,53,-,35,18,-,14
男,14136,5040,2,,,,神奈川県,川崎市宮前区,けやき平,,696,28,449,211,5,94,1,55,50,12,38
男,14136,5050,3,,,,神奈川県,川崎市宮前区,神木,,536,30,359,132,4,86,2,25,72,15,11
男,14136,505001,4,,,,神奈川県,川崎市宮前区,神木,一丁目,137,10,90,34,2,15,-,9,11,3,4
男,14136,505002,4,,,,神奈川県,川崎市宮前区,神木,二丁目,399,20,269,98,2,71,2,16,61,12,7
男,14136,5060,3,,,,神奈川県,川崎市宮前区,宮崎,,5844,217,4685,383,55,586,19,142,191,66,159
男,14136,506000,4,,,,神奈川県,川崎市宮前区,宮崎,,1357,59,1001,82,12,161,4,52,71,21,45
男,14136,506001,4,,,,神奈川県,川崎市宮前区,宮崎,一丁目,915,31,761,32,3,79,1,16,21,14,15
男,14136,506002,4,,,,神奈川県,川崎市宮前区,宮崎,二丁目,1059,36,903,49,12,85,3,15,11,9,27
男,14136,506003,4,,,,神奈川県,川崎市宮前区,宮崎,三丁目,1051,40,851,54,12,88,4,20,34,12,33
男,14136,506004,4,,,,神奈川県,川崎市宮前区,宮崎,四丁目,364,12,310,63,3,32,2,8,11,-,6
男,14136,506005,4,,,,神奈川県,川崎市宮前区,宮崎,五丁目,509,22,387,37,7,61,-,20,15,6,17
男,14136,506006,4,,,,神奈川県,川崎市宮前区,宮崎,六丁目,589,17,472,66,6,80,5,11,28,4,16
男,14136,5080,3,,,,神奈川県,川崎市宮前区,馬絹,,4188,198,2999,437,35,571,15,202,328,61,122
男,14136,508001,4,,,,神奈川県,川崎市宮前区,馬絹,一丁目,1073,35,836,52,10,112,2,35,43,14,26
男,14136,508002,4,,,,神奈川県,川崎市宮前区,馬絹,二丁目,341,17,265,28,2,37,-,12,11,7,10
男,14136,508003,4,,,,神奈川県,川崎市宮前区,馬絹,三丁目,489,37,282,87,2,94,1,36,42,9,19
男,14136,508004,4,,,,神奈川県,川崎市宮前区,馬絹,四丁目,1169,66,764,211,10,213,7,85,149,16,30
男,14136,508005,4,,,,神奈川県,川崎市宮前区,馬絹,五丁目,470,20,332,35,4,70,3,19,58,8,8
男,14136,508006,4,,,,神奈川県,川崎市宮前区,馬絹,六丁目,646,23,520,24,7,45,2,15,25,7,29
男,14136,5090,2,,,,神奈川県,川崎市宮前区,梶ケ谷,,705,34,398,200,4,164,2,67,84,19,14
男,14136,5100,3,,,,神奈川県,川崎市宮前区,野川,,3059,127,1389,1142,32,870,5,378,294,73,106
男,14136,510003,4,,,,神奈川県,川崎市宮前区,野川,,630,18,360,309,7,141,1,53,55,20,14
男,14136,510004,4,,,,神奈川県,川崎市宮前区,野川,,2330,108,976,788,25,702,4,313,230,52,90
男,14136,510005,4,,,,神奈川県,川崎市宮前区,野川,,99,1,53,45,-,27,-,12,9,1,2
男,14136,5101,3,,,,神奈川県,川崎市宮前区,野川本町,,1619,86,718,455,22,440,4,218,253,47,47
男,14136,510101,4,,,,神奈川県,川崎市宮前区,野川本町,一丁目,685,36,312,170,6,187,2,88,112,17,16
男,14136,510102,4,,,,神奈川県,川崎市宮前区,野川本町,二丁目,636,39,290,209,10,164,2,85,84,19,19
男,14136,510103,4,,,,神奈川県,川崎市宮前区,野川本町,三丁目,298,11,116,76,6,89,-,45,57,11,12
男,14136,5102,3,,,,神奈川県,川崎市宮前区,西野川,,2335,97,1065,836,22,686,2,289,244,65,76
男,14136,510201,4,,,,神奈川県,川崎市宮前区,西野川,一丁目,896,39,410,351,9,248,-,97,85,23,35
男,14136,510202,4,,,,神奈川県,川崎市宮前区,西野川,二丁目,645,34,309,239,6,178,-,79,72,22,17
男,14136,510203,4,,,,神奈川県,川崎市宮前区,西野川,三丁目,794,24,346,246,7,260,2,113,87,20,24
男,14136,5110,3,,,,神奈川県,川崎市宮前区,東有馬,,2958,190,1565,983,22,700,8,291,235,54,107
男,14136,511001,4,,,,神奈川県,川崎市宮前区,東有馬,一丁目,515,33,324,155,4,103,1,41,47,4,16
男,14136,511002,4,,,,神奈川県,川崎市宮前区,東有馬,二丁目,894,55,486,313,4,191,2,93,88,14,41
男,14136,511003,4,,,,神奈川県,川崎市宮前区,東有馬,三丁目,487,35,253,180,4,125,1,49,26,13,11
男,14136,511004,4,,,,神奈川県,川崎市宮前区,東有馬,四丁目,484,25,257,179,6,113,2,43,43,17,13
男,14136,511005,4,,,,神奈川県,川崎市宮前区,東有馬,五丁目,578,42,245,156,4,168,2,65,31,6,26
男,14136,5120,3,,,,神奈川県,川崎市宮前区,有馬,,5672,255,4197,993,37,740,13,213,244,81,167
男,14136,512001,4,,,,神奈川県,川崎市宮前区,有馬,一丁目,982,40,796,53,10,85,4,18,16,10,33
男,14136,512002,4,,,,神奈川県,川崎市宮前区,有馬,二丁目,461,15,349,84,3,58,-,15,27,7,9
男,14136,512003,4,,,,神奈川県,川崎市宮前区,有馬,三丁目,465,30,273,86,5,101,3,36,24,9,16
男,14136,512004,4,,,,神奈川県,川崎市宮前区,有馬,四丁目,703,33,516,44,2,77,1,22,38,14,33
男,14136,512005,4,,,,神奈川県,川崎市宮前区,有馬,五丁目,447,20,326,153,-,74,1,11,24,3,10
男,14136,512006,4,,,,神奈川県,川崎市宮前区,有馬,六丁目,701,31,462,327,5,124,1,44,48,18,19
男,14136,512007,4,,,,神奈川県,川崎市宮前区,有馬,七丁目,659,26,517,185,2,63,-,20,32,7,16
男,14136,512008,4,,,,神奈川県,川崎市宮前区,有馬,八丁目,808,38,628,50,5,99,3,25,21,6,16
男,14136,512009,4,,,,神奈川県,川崎市宮前区,有馬,九丁目,446,22,330,11,5,59,-,22,14,7,15
男,14136,5130,3,,,,神奈川県,川崎市宮前区,鷺沼,,3058,112,2490,147,25,255,14,50,58,33,84
男,14136,513001,4,,,,神奈川県,川崎市宮前区,鷺沼,一丁目,1047,44,859,47,10,79,5,15,16,11,24
男,14136,513002,4,,,,神奈川県,川崎市宮前区,鷺沼,二丁目,512,26,392,28,4,43,3,19,15,5,20
男,14136,513003,4,,,,神奈川県,川崎市宮前区,鷺沼,三丁目,668,25,548,37,7,56,2,8,7,8,19
男,14136,513004,4,,,,神奈川県,川崎市宮前区,鷺沼,四丁目,831,17,691,35,4,77,4,8,20,9,21
男,14136,5140,3,,,,神奈川県,川崎市宮前区,犬蔵,,4070,140,2960,967,38,580,14,173,219,61,90
男,14136,514001,4,,,,神奈川県,川崎市宮前区,犬蔵,一丁目,777,39,412,294,6,187,1,68,73,18,31
男,14136,514002,4,,,,神奈川県,川崎市宮前区,犬蔵,二丁目,2291,58,1852,369,22,250,7,46,89,25,38
男,14136,514003,4,,,,神奈川県,川崎市宮前区,犬蔵,三丁目,1002,43,696,304,10,143,6,59,57,18,21
男,14136,5150,3,,,,神奈川県,川崎市宮前区,水沢,,556,46,246,193,5,143,1,68,54,14,23
男,14136,515001,4,,,,神奈川県,川崎市宮前区,水沢,一丁目,6,-,3,2,-,2,-,-,-,-,1
男,14136,515002,4,,,,神奈川県,川崎市宮前区,水沢,二丁目,249,14,129,103,4,57,1,25,24,4,15
男,14136,515003,4,,,,神奈川県,川崎市宮前区,水沢,三丁目,301,32,114,88,1,84,-,43,30,10,7
男,14136,5160,2,,,,神奈川県,川崎市宮前区,潮見台,,439,25,191,165,5,118,1,56,28,17,15
男,14136,5170,2,,,,神奈川県,川崎市宮前区,菅生ケ丘,,626,39,223,229,3,191,3,108,38,18,22
男,14136,5180,3,,,,神奈川県,川崎市宮前区,菅生,,3010,237,1273,1100,32,831,7,361,251,88,120
男,14136,518001,4,,,,神奈川県,川崎市宮前区,菅生,一丁目,465,32,204,164,5,128,1,66,38,17,19
男,14136,518002,4,,,,神奈川県,川崎市宮前区,菅生,二丁目,674,72,247,224,2,193,1,88,59,20,22
男,14136,518003,4,,,,神奈川県,川崎市宮前区,菅生,三丁目,688,49,296,262,8,201,2,74,42,17,40
男,14136,518004,4,,,,神奈川県,川崎市宮前区,菅生,四丁目,313,25,119,116,4,96,1,36,29,4,8
男,14136,518005,4,,,,神奈川県,川崎市宮前区,菅生,五丁目,428,32,198,174,8,98,1,46,36,17,14
男,14136,518006,4,,,,神奈川県,川崎市宮前区,菅生,六丁目,442,27,209,160,5,115,1,51,47,13,17
男,14136,5190,3,,,,神奈川県,川崎市宮前区,初山,,1202,51,498,416,11,353,2,148,142,26,51
男,14136,519001,4,,,,神奈川県,川崎市宮前区,初山,一丁目,548,20,230,179,5,166,1,74,59,11,23
男,14136,519002,4,,,,神奈川県,川崎市宮前区,初山,二丁目,654,31,268,237,6,187,1,74,83,15,28
男,14136,5200,3,,,,神奈川県,川崎市宮前区,白幡台,,426,14,179,166,9,99,1,70,43,15,19
男,14136,520001,4,,,,神奈川県,川崎市宮前区,白幡台,一丁目,264,6,119,113,5,60,1,31,27,11,11
男,14136,520002,4,,,,神奈川県,川崎市宮前区,白幡台,二丁目,162,8,60,53,4,39,-,39,16,4,8
男,14136,5210,2,,,,神奈川県,川崎市宮前区,南平台,,999,53,484,410,16,227,1,111,94,20,41
男,14136,5220,3,,,,神奈川県,川崎市宮前区,平,,2950,119,1485,1201,34,682,3,334,345,69,84
男,14136,522001,4,,,,神奈川県,川崎市宮前区,平,一丁目,780,29,423,371,8,168,-,66,99,20,15
男,14136,522002,4,,,,神奈川県,川崎市宮前区,平,二丁目,694,32,319,259,8,168,1,96,76,15,24
男,14136,522003,4,,,,神奈川県,川崎市宮前区,平,三丁目,376,16,184,133,4,88,-,41,51,13,13
男,14136,522004,4,,,,神奈川県,川崎市宮前区,平,四丁目,379,10,204,175,6,87,-,44,39,4,11
男,14136,522005,4,,,,神奈川県,川崎市宮前区,平,五丁目,344,15,165,146,4,80,-,39,38,9,10
男,14136,522006,4,,,,神奈川県,川崎市宮前区,平,六丁目,377,17,190,117,4,91,2,48,42,8,11
男,14136,5230,3,,,,神奈川県,川崎市宮前区,五所塚,,352,11,186,116,4,96,1,46,42,7,5
男,14136,523001,4,,,,神奈川県,川崎市宮前区,五所塚,一丁目,123,2,71,38,3,39,1,11,11,6,3
男,14136,523002,4,,,,神奈川県,川崎市宮前区,五所塚,二丁目,229,9,115,78,1,57,-,35,31,1,2
男,14136,5240,3,,,,神奈川県,川崎市宮前区,神木本町,,2103,95,1144,857,23,430,9,219,300,39,64
男,14136,524001,4,,,,神奈川県,川崎市宮前区,神木本町,一丁目,422,15,226,163,6,89,4,55,66,6,13
男,14136,524002,4,,,,神奈川県,川崎市宮前区,神木本町,二丁目,447,23,227,205,8,80,2,54,52,10,17
男,14136,524003,4,,,,神奈川県,川崎市宮前区,神木本町,三丁目,266,10,151,131,5,46,-,19,49,4,11
男,14136,524004,4,,,,神奈川県,川崎市宮前区,神木本町,四丁目,524,26,309,180,1,106,-,51,79,11,11
男,14136,524005,4,,,,神奈川県,川崎市宮前区,神木本町,五丁目,444,21,231,178,3,109,3,40,54,8,12
男,14137,-,1,,,,神奈川県,川崎市麻生区,,,42250,1680,30281,6893,624,6704,116,1832,2076,583,1131
男,14137,7020,3,,,,神奈川県,川崎市麻生区,万福寺,,2315,118,1938,123,47,200,7,19,27,25,46
男,14137,702001,4,,,,神奈川県,川崎市麻生区,万福寺,一丁目,241,17,203,9,3,19,-,1,1,1,3
男,14137,702002,4,,,,神奈川県,川崎市麻生区,万福寺,二丁目,245,24,190,15,4,19,-,4,3,4,6
男,14137,702003,4,,,,神奈川県,川崎市麻生区,万福寺,三丁目,630,32,540,33,13,47,1,2,6,9,14
男,14137,702004,4,,,,神奈川県,川崎市麻生区,万福寺,四丁目,621,26,522,31,15,53,5,9,7,6,10
男,14137,702005,4,,,,神奈川県,川崎市麻生区,万福寺,五丁目,249,9,194,14,7,40,1,2,6,1,7
男,14137,702006,4,,,,神奈川県,川崎市麻生区,万福寺,六丁目,329,10,289,21,5,22,-,1,4,4,6
男,14137,7030,3,,,,神奈川県,川崎市麻生区,金程,,945,49,670,229,13,144,5,34,68,17,34
男,14137,703001,4,,,,神奈川県,川崎市麻生区,金程,一丁目,377,25,270,57,8,51,-,8,22,7,12
男,14137,703002,4,,,,神奈川県,川崎市麻生区,金程,二丁目,192,10,132,66,1,25,1,7,9,4,4
男,14137,703003,4,,,,神奈川県,川崎市麻生区,金程,三丁目,163,3,119,51,4,33,3,6,19,2,5
男,14137,703004,4,,,,神奈川県,川崎市麻生区,金程,四丁目,213,11,149,55,-,35,1,13,18,4,13
男,14137,7040,3,,,,神奈川県,川崎市麻生区,向原,,854,23,568,341,10,190,2,57,97,13,19
男,14137,704001,4,,,,神奈川県,川崎市麻生区,向原,一丁目,181,8,126,71,2,37,-,5,13,4,3
男,14137,704002,4,,,,神奈川県,川崎市麻生区,向原,二丁目,429,8,285,170,5,94,1,31,63,5,10
男,14137,704003,4,,,,神奈川県,川崎市麻生区,向原,三丁目,244,7,157,100,3,59,1,21,21,4,6
男,14137,7060,3,,,,神奈川県,川崎市麻生区,細山,,1875,65,1277,406,29,346,4,149,122,36,45
男,14137,706000,4,秘匿地域,706007,,神奈川県,川崎市麻生区,細山,,X,X,X,X,X,X,X,X,X,X,X
男,14137,706001,4,,,,神奈川県,川崎市麻生区,細山,一丁目,184,7,146,15,3,23,-,10,4,2,3
男,14137,706002,4,,,,神奈川県,川崎市麻生区,細山,二丁目,207,2,154,21,3,33,1,9,11,2,6
男,14137,706003,4,,,,神奈川県,川崎市麻生区,細山,三丁目,204,5,132,54,5,53,1,7,17,3,5
男,14137,706004,4,,,,神奈川県,川崎市麻生区,細山,四丁目,327,17,213,74,8,50,1,35,29,6,12
男,14137,706005,4,,,,神奈川県,川崎市麻生区,細山,五丁目,369,12,266,49,6,59,1,26,23,9,6
男,14137,706006,4,,,,神奈川県,川崎市麻生区,細山,六丁目,142,4,107,40,-,15,-,15,9,-,2
男,14137,706007,4,合算地域あり,,706000,神奈川県,川崎市麻生区,細山,七丁目,200,8,118,63,2,47,-,24,12,10,4
男,14137,706008,4,,,,神奈川県,川崎市麻生区,細山,八丁目,242,10,141,90,2,66,-,23,17,4,7
男,14137,7070,3,,,,神奈川県,川崎市麻生区,千代ケ丘,,2193,83,1545,618,39,356,10,133,85,33,65
男,14137,707001,4,,,,神奈川県,川崎市麻生区,千代ケ丘,一丁目,237,8,183,21,3,30,2,2,5,3,6
男,14137,707002,4,,,,神奈川県,川崎市麻生区,千代ケ丘,二丁目,260,7,190,51,3,36,-,9,8,9,14
男,14137,707003,4,,,,神奈川県,川崎市麻生区,千代ケ丘,三丁目,262,10,191,63,2,37,-,17,12,3,8
男,14137,707004,4,,,,神奈川県,川崎市麻生区,千代ケ丘,四丁目,348,17,262,48,11,41,3,8,13,3,13
男,14137,707005,4,,,,神奈川県,川崎市麻生区,千代ケ丘,五丁目,197,10,133,61,4,34,-,15,6,-,7
